z_why,c_id,c_h,c_r_,c_r,lesson_topic,c_revision,z_what,e,_split
correct_mistake,2928098_8,"[{'id': 8, 'text': 'Here is the first question.', 'time': '10:40', 'user': 'tutor'}
 {'id': 9, 'text': 'In this question, we are asked to find the total minutes of the game.', 'time': '11:27', 'user': 'tutor'}
 {'id': 10, 'text': 'How many minutes is 1 hour?', 'time': '12:10', 'user': 'tutor'}
 {'id': 11, 'text': '59 minutes', 'time': '12:42', 'user': 'student'}]","[{'is_revised': True, 'text': 'Very close! an hour is 60 minutes', 'user': 'tutor'}]","[{'id': 12, 'text': 'That is a good try! 1 point.', 'time': '13:07', 'user': 'tutor'}
 {'id': 13, 'text': 'And your answer is very close.', 'time': '13:15', 'user': 'tutor'}
 {'id': 14, 'text': 'Just not quite correct.', 'time': '13:20', 'user': 'tutor'}
 {'id': 15, 'text': 'There are 60 minutes in one hour.', 'time': '13:36', 'user': 'tutor'}
 {'id': 16, 'text': 'Next, we need to add 36 minutes and 60 minutes.', 'time': '14:53', 'user': 'tutor'}
 {'id': 17, 'text': 'What is the value of 60 + 36?', 'time': '15:34', 'user': 'tutor'}]",5.7A.Standard Conversions,"[{'is_revised': True, 'text': 'Very close! an hour is 60 minutes', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh ok', 'user': 'student'}
 {'is_revised': True, 'text': ""What's the next step?"", 'user': 'tutor'}]",explain_concept,careless,train
motivate_student,6136357_63,"[{'id': 63, 'text': 'Please show your work on the whiteboard using the Pencil Tool', 'time': '51:06', 'user': 'tutor'}
 {'id': 64, 'text': 'i well be right back', 'time': '52:01', 'user': 'student'}
 {'id': 65, 'text': 'Okay, Let me know when you are back?', 'time': '52:44', 'user': 'tutor'}
 {'id': 66, 'text': 'i have to leeve', 'time': '56:05', 'user': 'student'}]","[{'is_revised': True, 'text': ""We understand emergencies happen. I'll see you at your next session."", 'user': 'tutor'}]","[{'id': 67, 'text': 'Thank you for your efforts today! Please fill in the feedback form as you leave. See you next time ', 'time': '56:21', 'user': 'tutor'}]",5.6B.Volume of Rectangular Prisms,"[{'is_revised': True, 'text': ""We understand emergencies happen. I'll see you at your next session."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Thank you', 'user': 'student'}
 {'is_revised': True, 'text': 'Work on your word problems if you can later on!', 'user': 'tutor'}]",encourage_student,diagnose,train
correct_mistake,4294482_65,"[{'id': 65, 'text': 'can i you see my answer', 'time': '36:40', 'user': 'student'}
 {'id': 66, 'text': 'Yes, your answer is 180hours.', 'time': '37:15', 'user': 'tutor'}
 {'id': 67, 'text': 'Is that your answer?', 'time': '37:41', 'user': 'tutor'}
 {'id': 68, 'text': 'yes', 'time': '38:01', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, not quite. There are 24 hours in a day', 'user': 'tutor'}]","[{'id': 69, 'text': 'Very good try!', 'time': '38:13', 'user': 'tutor'}
 {'id': 70, 'text': '1 day = ___ hours.', 'time': '38:31', 'user': 'tutor'}]",5.7A.Standard Conversions,"[{'is_revised': True, 'text': 'Ah, not quite. There are 24 hours in a day', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Ok', 'user': 'student'}
 {'is_revised': True, 'text': 'Please make sure to remember that, because there will always be 24 hours in a day. Could you tell me how many hours are in 2 days?', 'user': 'tutor'}]",Told the student the answer. I don't think it's too important to derive how there are 24 hours in a day. It seems like something you just need to know.,guess,train
diagnose_mistake,6136394_57,"[{'id': 57, 'text': 'ok', 'time': '23:21', 'user': 'student'}
 {'id': 58, 'text': 'Keep going.', 'time': '25:03', 'user': 'tutor'}
 {'id': 59, 'text': 'What is your final answer?', 'time': '25:34', 'user': 'tutor'}
 {'id': 60, 'text': '260', 'time': '25:44', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great start! Can you explain how you got 260?', 'user': 'tutor'}]","[{'id': 61, 'text': 'Please recheck your work.', 'time': '25:57', 'user': 'tutor'}
 {'id': 62, 'text': 'You have got it correct now.', 'time': '27:15', 'user': 'tutor'}
 {'id': 63, 'text': 'That was an impressive work on the whiteboard. Plus 1 point.', 'time': '27:33', 'user': 'tutor'}
 {'id': 64, 'text': 'Try to solve this question.', 'time': '28:17', 'user': 'tutor'}]",5.4G.Volume of Rectangular Prisms,"[{'is_revised': True, 'text': 'Great start! Can you explain how you got 260?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'I did 13x20', 'user': 'student'}
 {'is_revised': True, 'text': 'Great! Remember to multiply by the height as well!', 'user': 'tutor'}]",ask_question,diagnose,train
understand_topic,2980217_66,"[{'id': 66, 'text': 'Half way between 2 and 3 on the x axis.', 'time': '21:00', 'user': 'tutor'}
 {'id': 67, 'text': 'yes', 'time': '21:29', 'user': 'student'}
 {'id': 68, 'text': 'What is the output for this graph when the input is 2.5?', 'time': '21:33', 'user': 'tutor'}
 {'id': 69, 'text': '5,000', 'time': '21:57', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great try! Let's look between 2 and 3. How high do you notice the function is?"", 'user': 'tutor'}]","[{'id': 70, 'text': 'Please recheck your answer once again.', 'time': '22:13', 'user': 'tutor'}
 {'id': 71, 'text': 'About 800 is the output for this graph when the input is 2.5.', 'time': '23:01', 'user': 'tutor'}]",8.4C.Relationships of Functions (Review) - 1,"[{'is_revised': True, 'text': ""Great try! Let's look between 2 and 3. How high do you notice the function is?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '800?', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct!', 'user': 'tutor'}]",provide_strategy,guess,train
signal_goal,2898683_72,"[{'id': 72, 'text': 'Try to figure it out, and I can help you along the way.', 'time': '30:30', 'user': 'tutor'}
 {'id': 73, 'text': 'ok', 'time': '30:49', 'user': 'student'}
 {'id': 74, 'text': 'Where is the tens place?', 'time': '32:42', 'user': 'tutor'}
 {'id': 75, 'text': 'she would have 1,200', 'time': '33:08', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! She would have 1,200, but where is the tens place?', 'user': 'tutor'}]","[{'id': 76, 'text': 'That was a good try.', 'time': '33:36', 'user': 'tutor'}
 {'id': 77, 'text': 'We have to add tens after 200.', 'time': '33:52', 'user': 'tutor'}]",4.2A.Place Value,"[{'is_revised': True, 'text': 'Great try! She would have 1,200, but where is the tens place?', 'user': 'tutor'}
 {'is_revised': True, 'text': '0', 'user': 'student'}
 {'is_revised': True, 'text': 'Great job', 'user': 'tutor'}]",ask_question,misinterpret,train
understand_topic,2894376_13,"[{'id': 13, 'text': 'Good start!!', 'time': '18:30', 'user': 'tutor'}
 {'id': 14, 'text': '21372', 'time': '18:42', 'user': 'student'}
 {'id': 15, 'text': 'Is this your final answer?', 'time': '18:55', 'user': 'tutor'}
 {'id': 16, 'text': 'yes', 'time': '19:06', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! When we are calculating 6 - 4 we can start with 6 on the number line and move to the left 4.', 'user': 'tutor'}]","[{'id': 17, 'text': 'That was a good try.', 'time': '19:25', 'user': 'tutor'}
 {'id': 18, 'text': 'Let me help you with that.', 'time': '19:49', 'user': 'tutor'}
 {'id': 19, 'text': 'The value of 6 - 4 is 2.', 'time': '20:21', 'user': 'tutor'}
 {'id': 20, 'text': 'Here, the bottom number is larger than the upper number.', 'time': '21:10', 'user': 'tutor'}]",4.4A.Subtracting Multi-Digit Numbers,"[{'is_revised': True, 'text': 'Great try! When we are calculating 6 - 4 we can start with 6 on the number line and move to the left 4.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'ok', 'user': 'student'}
 {'is_revised': True, 'text': 'What is our answer if we do that?', 'user': 'tutor'}]",provide_strategy,guess,train
understand_topic,2963055_68,"[{'id': 68, 'text': '1/2', 'time': '28:41', 'user': 'student'}
 {'id': 69, 'text': '2/2', 'time': '28:46', 'user': 'student'}
 {'id': 70, 'text': 'Is that your final answer?', 'time': '28:55', 'user': 'tutor'}
 {'id': 71, 'text': '2/2', 'time': '29:03', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, not quite. The question is asking for the area of the rectangle. Do you remember what we need to do to get the area of the rectangle?', 'user': 'tutor'}]","[{'id': 72, 'text': '+1 point for your effort.', 'time': '29:12', 'user': 'tutor'}]",3.1G.Shapes and Area (Review) - 2,"[{'is_revised': True, 'text': 'Ah, not quite. The question is asking for the area of the rectangle. Do you remember what we need to do to get the area of the rectangle?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'no', 'user': 'student'}
 {'is_revised': True, 'text': 'We need to multiply the length and the width', 'user': 'tutor'}]",explain_concept,guess,train
hint_mistake,4236544_59,"[{'id': 59, 'text': 'Go ahead and give it a shot.', 'time': '22:46', 'user': 'tutor'}
 {'id': 60, 'text': '7', 'time': '23:00', 'user': 'student'}
 {'id': 61, 'text': 'Good. How much mail does a photographer need?', 'time': '23:49', 'user': 'tutor'}
 {'id': 62, 'text': '7', 'time': '24:33', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! You actually found the number of envelopes, not how many photographs', 'user': 'tutor'}]","[{'id': 63, 'text': 'Good effort.', 'time': '24:43', 'user': 'tutor'}
 {'id': 64, 'text': 'A photographer needs to mail 35 photographs.', 'time': '24:45', 'user': 'tutor'}
 {'id': 65, 'text': 'The photographer needs to use 7 envelopes.', 'time': '25:16', 'user': 'tutor'}
 {'id': 66, 'text': '+2 points well earned.', 'time': '25:31', 'user': 'tutor'}
 {'id': 67, 'text': 'Go ahead and show your work for the given long division.', 'time': '26:18', 'user': 'tutor'}]",3.5B.Word Problems with Division,"[{'is_revised': True, 'text': 'Great try! You actually found the number of envelopes, not how many photographs', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh times 5', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct - 35!', 'user': 'tutor'}]",provide_hint,right-idea,train
hint_mistake,2928128_44,"[{'id': 44, 'text': 'There comes our first I Do Question.', 'time': '23:00', 'user': 'tutor'}
 {'id': 45, 'text': 'Read the question carefully.', 'time': '23:12', 'user': 'tutor'}
 {'id': 46, 'text': 'What number is in the hundreds place?', 'time': '23:36', 'user': 'tutor'}
 {'id': 47, 'text': 'the 8', 'time': '23:51', 'user': 'student'}]","[{'is_revised': True, 'text': 'Remember the hundreds place is the third one over. So for 6791, 7 is the hundreds place', 'user': 'tutor'}]","[{'id': 48, 'text': 'That was a good try.', 'time': '24:08', 'user': 'tutor'}]",3.4B.Rounding Whole Numbers,"[{'is_revised': True, 'text': 'Remember the hundreds place is the third one over. So for 6791, 7 is the hundreds place', 'user': 'tutor'}
 {'is_revised': True, 'text': ""oh then it's 5"", 'user': 'student'}
 {'is_revised': True, 'text': 'Very good! Great job fixing your error.', 'user': 'tutor'}]",explain_concept,guess,train
understand_topic,6207151_25,"[{'id': 25, 'text': 'Great answer.', 'time': '21:37', 'user': 'tutor'}
 {'id': 26, 'text': '+1 point for your answer.', 'time': '21:41', 'user': 'tutor'}
 {'id': 27, 'text': 'Are there other quadrilaterals that I could have drawn in this example?', 'time': '21:48', 'user': 'tutor'}
 {'id': 28, 'text': 'no?', 'time': '22:22', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hm, well this question is asking us to draw a quadrilateral with 4 equal side lengths', 'user': 'tutor'}
 {'is_revised': True, 'text': 'We drew a square because a square has 4 equal side lengths', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Is there any other quadrilaterals we learned about that also has 4 equal side lengths?', 'user': 'tutor'}]","[{'id': 29, 'text': 'I appreciate your effort.', 'time': '23:13', 'user': 'tutor'}
 {'id': 30, 'text': 'Let me explain it to you.', 'time': '23:21', 'user': 'tutor'}
 {'id': 31, 'text': 'Yes, I could have drawn a quadrilateral of any size.', 'time': '23:24', 'user': 'tutor'}
 {'id': 32, 'text': 'Therefore, the final answer is different because this one has all sides of equal lengths.', 'time': '24:16', 'user': 'tutor'}
 {'id': 33, 'text': 'Does this step make sense?', 'time': '25:56', 'user': 'tutor'}]",4.6D.Classifying 2D Figures,"[{'is_revised': True, 'text': 'Hm, well this question is asking us to draw a quadrilateral with 4 equal side lengths', 'user': 'tutor'}
 {'is_revised': True, 'text': 'We drew a square because a square has 4 equal side lengths', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Is there any other quadrilaterals we learned about that also has 4 equal side lengths?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'no?', 'user': 'student'}
 {'is_revised': True, 'text': 'There is! Take a look at this quadrilaterals diagram and see if you can pick it out: https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Quadrilaterals.svg/661px-Quadrilaterals.svg.png', 'user': 'tutor'}
 {'is_revised': True, 'text': 'rhombus?', 'user': 'student'}
 {'is_revised': True, 'text': 'Yup, a rhombus also has 4 sides of equal length', 'user': 'tutor'}]",Provided a visual aid,right-idea,train
support_thinking,2570448_42,"[{'id': 42, 'text': 'The value of 10+4 is 14.', 'time': '16:28', 'user': 'tutor'}
 {'id': 43, 'text': 'Therefore, the final answer is 14.', 'time': '16:38', 'user': 'tutor'}
 {'id': 44, 'text': 'Do you understand what I did?', 'time': '16:42', 'user': 'tutor'}
 {'id': 45, 'text': 'yes', 'time': '16:51', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ok, here is the next question. Please let me know if you have any questions', 'user': 'tutor'}]","[{'id': 46, 'text': 'Plus 2 points for your effort.', 'time': '17:03', 'user': 'tutor'}
 {'id': 47, 'text': 'Do you have any questions so far?', 'time': '17:06', 'user': 'tutor'}
 {'id': 48, 'text': 'Here is your next question.', 'time': '18:36', 'user': 'tutor'}
 {'id': 49, 'text': 'Go ahead and show your work on the whiteboard.', 'time': '18:43', 'user': 'tutor'}
 {'id': 50, 'text': 'Great effort so far! Keep going.', 'time': '18:54', 'user': 'tutor'}
 {'id': 51, 'text': 'Please go through the question carefully.', 'time': '19:40', 'user': 'tutor'}]",5.4B.Solving with Order of Operations,"[{'is_revised': True, 'text': 'Ok, here is the next question. Please let me know if you have any questions', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Ok', 'user': 'student'}
 {'is_revised': True, 'text': 'So far so good, keep it up!', 'user': 'tutor'}]",encourage_student,It doesn't seem like the student made a mistake.,train
diagnose_mistake,2927839_43,"[{'id': 43, 'text': 'Sounds good.', 'time': '18:40', 'user': 'tutor'}
 {'id': 44, 'text': 'This is our next question.', 'time': '18:57', 'user': 'tutor'}
 {'id': 45, 'text': 'Would you like to give it a try?', 'time': '19:19', 'user': 'tutor'}
 {'id': 46, 'text': '0.231', 'time': '19:33', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! Can you explain how you got your answer?', 'user': 'tutor'}]","[{'id': 47, 'text': 'Try to recheck your answer, [STUDENT].', 'time': '19:48', 'user': 'tutor'}]",5.2B.Comparing Decimal Numbers (Review) - 1,"[{'is_revised': True, 'text': 'Great try! Can you explain how you got your answer?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Well i thought it was bigger because the 2 is bigger than 1', 'user': 'student'}
 {'is_revised': True, 'text': 'Ok great start! We want to look at the place value. Since the 1 is to the left of the decimal, it is larger.', 'user': 'tutor'}]",ask_question,diagnose,train
correct_mistake,4055585_10,"[{'id': 10, 'text': 'Here is the first question.', 'time': '23:04', 'user': 'tutor'}
 {'id': 11, 'text': 'Read the question carefully.', 'time': '23:18', 'user': 'tutor'}
 {'id': 12, 'text': 'What is the minuend of this problem?', 'time': '23:31', 'user': 'tutor'}
 {'id': 13, 'text': 'one is in the thousad place the other one is in the ten thousand place', 'time': '24:26', 'user': 'student'}]","[{'is_revised': True, 'text': ""Good job determining the place value. Now, let's line up the numbers vertically."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'We do this so we can subtract and find the final answer.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'We can subtract 7 - 0 without regrouping. What else can we subtract without regrouping?', 'user': 'tutor'}]","[{'id': 14, 'text': 'That was a good try.', 'time': '24:48', 'user': 'tutor'}
 {'id': 15, 'text': 'Plus 1 point for your active participation.', 'time': '25:00', 'user': 'tutor'}
 {'id': 16, 'text': 'The minuend is 26,076.', 'time': '25:06', 'user': 'tutor'}
 {'id': 17, 'text': 'We line up the number vertically so that we can clearly see which numbers we will subtract.', 'time': '25:39', 'user': 'tutor'}
 {'id': 18, 'text': 'Since we can subtract 6 -4 = 2 and 7 - 0 = 7 without regrouping.', 'time': '26:32', 'user': 'tutor'}
 {'id': 19, 'text': 'That was a good try.', 'time': '26:54', 'user': 'tutor'}]",4.4A.Subtracting Multi-Digit Numbers,"[{'is_revised': True, 'text': ""Good job determining the place value. Now, let's line up the numbers vertically."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'We do this so we can subtract and find the final answer.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'We can subtract 7 - 0 without regrouping. What else can we subtract without regrouping?', 'user': 'tutor'}
 {'is_revised': True, 'text': '6-4?', 'user': 'student'}
 {'is_revised': True, 'text': 'Correct!', 'user': 'tutor'}]",explain_concept,diagnose,train
